企业名称,岗位,专业,数量,薪资,学历,工作性质,其他需求,邮箱
浙江我武生物科技股份有限公司,研发,"【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】国家生物学理科基地（生物科学）,【本科】应用化学,【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】动物医学,【本科】动物科学,【本科】食品科学与工程",20,8000-9999,本科,全职,,songxianrui@wolwobiotech.com
浙江我武生物科技股份有限公司,临床监察员/临床协调员,"【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】应用化学,【本科】农学,【本科】食品科学与工程,【本科】动物医学,【本科】动物科学,【本科】生物信息学",5,8000-9999,本科,全职,,songxianrui@wolwobiotech.com
浙江我武生物科技股份有限公司,市场学术推广,"【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】种子科学与工程,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】应用化学,【本科】环境科学,【本科】食品科学与工程,【本科】动物医学,【本科】动物科学,【本科】水产养殖学,【本科】生物信息学",5,8000-9999,本科,全职,,songxianrui@wolwobiotech.com
浙江我武生物科技股份有限公司,人力资源管培生,不限专业,5,6000-7999,本科,全职,,songxianrui@wolwobiotech.com
浙江我武生物科技股份有限公司,行政管培生,不限专业,5,6000-7999,本科,全职,,songxianrui@wolwobiotech.com
浙江我武生物科技股份有限公司,商务协调,不限专业,5,6000-7999,本科,全职,,songxianrui@wolwobiotech.com
浙江我武生物科技股份有限公司,营销管培生,不限专业,20,8000-9999,本科,全职,,songxianrui@wolwobiotech.com
浙江我武生物科技股份有限公司,财务管培生,"【本科】会计学,【本科】市场营销,【本科】经济学",2,6000-7999,本科,全职,,songxianrui@wolwobiotech.com
湖北葛店人福药业有限责任公司,医药地区经理,【本科】应用化学,10,6000-7999,本科,全职,接受驻地外派，身体健康善于言辞,hr@gdrfyy.com
湖北葛店人福药业有限责任公司,研发助理,【本科】应用化学,2,4500-5999,本科,全职,熟悉方法学开发，掌握相关仪器操作,hr@gdrfyy.com
湖北葛店人福药业有限责任公司,质量管理岗,【本科】应用化学,2,3000-4499,本科,全职,熟悉理化分析的各种仪器,hr@gdrfyy.com
武汉驾本易科技有限公司,校园经理,不限专业,5,8000-9999,不限,全职,,825276334@qq.com
武汉驾本易科技有限公司,校园主管,不限专业,20,3000-4499,不限,实习,,825276334@qq.com
武汉驾本易科技有限公司,校园实习主管,不限专业,30,2000-2999,不限,实习,,825276334@qq.com
武汉驾本易科技有限公司,考务（客服）,不限专业,3,3000-4499,不限,实习,,825276334@qq.com
武汉驾本易科技有限公司,教练员助理,不限专业,5,3000-4499,不限,实习,,825276334@qq.com
深圳市腾讯教育科技有限公司,在线辅导老师,不限专业,500,8000-9999,本科,全职,专业不限,chaksu@tencent.com
北京学而思教育科技有限公司西安分公司,在线辅导教师,不限专业,30,6000-7999,本科,全职,英语需过cet4,lihao9@100tal.com
北京粉笔未来科技有限公司,小学数学辅导老师,"【本科】经济学,【本科】市场营销,【本科】农林经济管理,【本科】人力资源管理,【本科】会计学,【本科】工商管理,【本科】国际经济与贸易,【本科】计算机科学与技术,【本科】信息管理与信息系统,【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】农业机械化及其自动化",10,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,小学语文辅导老师,"【本科】张之洞班（文管）,【本科】社会学,【本科】广告学,【本科】法学,【本科】视觉传达设计,【本科】社会工作",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,初中数学辅导老师,"【本科】经济学,【本科】工商管理,【本科】国际经济与贸易,【本科】人力资源管理,【本科】会计学,【本科】市场营销,【本科】农林经济管理,【本科】生物信息学,【本科】计算机科学与技术",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,初中化学辅导老师,"【本科】应用化学,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】食品质量与安全,【本科】食品科学与工程,【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】能源与动力工程,【本科】自动化",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,初中物理辅导老师,"【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】农业机械化及其自动化,【本科】自动化",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,初中英语辅导老师,"【本科】英语,【本科】商务英语",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,初中语文辅导老师,"【本科】社会学,【本科】广告学,【本科】法学,【本科】张之洞班（文管）,【本科】视觉传达设计,【本科】社会工作",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,高中数学辅导老师,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】农业机械化及其自动化,【本科】经济学,【本科】国际经济与贸易,【本科】工商管理,【本科】人力资源管理,【本科】会计学,【本科】市场营销,【本科】农林经济管理",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,高中物理辅导老师,"【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】能源与动力工程,【本科】自动化",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,高中化学辅导老师,"【本科】应用化学,【本科】信息与计算科学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,高中生物辅导老师,"【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】种子科学与工程,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】食品科学与工程,【本科】食品质量与安全,【本科】水产养殖学,【本科】水族科学与技术,【本科】动物医学,【本科】动物科学,【本科】生物信息学,【本科】计算机科学与技术",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,高中英语辅导老师,"【本科】英语,【本科】商务英语",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,高中文综辅导老师,"【本科】社会学,【本科】广告学,【本科】法学,【本科】社会工作,【本科】视觉传达设计",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,高中语文辅导老师,"【本科】社会学,【本科】社会工作,【本科】广告学,【本科】视觉传达设计,【本科】法学,【本科】张之洞班（文管）",8,4500-5999,本科,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,售后客服（非销售）,"【本科】经济学,【本科】人力资源管理,【本科】市场营销,【本科】农林经济管理,【本科】工商管理,【本科】会计学,【本科】国际经济与贸易",8,4500-5999,大专,全职,,yuanfudaohr@163.com
北京粉笔未来科技有限公司,课程咨询顾问,"【本科】经济学,【本科】工商管理,【本科】国际经济与贸易,【本科】会计学,【本科】人力资源管理,【本科】市场营销,【本科】农林经济管理,【本科】张之洞班（文管）",8,4500-5999,大专,全职,,yuanfudaohr@163.com
北京中公教育科技股份有限公司武汉分公司,公职考试培训讲师,不限专业,50,6000-7999,本科,全职,1、本科及以上学历，有教学经验或者突出专项能力者可优先考虑； 2、语言表达流畅，具备较强的学习能力和创新能力； 3、热爱教师职业，对工作充满热情，责任心强； 4、良好的道德修养，认同中公教育企业文化； 5、精力充沛，接受出差授课任务。,hubeizhaopin@offcn.com
北京中公教育科技股份有限公司武汉分公司,公共基础培训讲师,"【本科】社会学,【本科】社会工作,【本科】法学",20,6000-7999,本科,全职,,hubeizhaopin@offcn.com
北京中公教育科技股份有限公司武汉分公司,教师招考培训讲师,"【本科】应用化学,【本科】英语",20,6000-7999,本科,全职,,hubeizhaopin@offcn.com
北京中公教育科技股份有限公司武汉分公司,考研培训讲师,"【本科】英语,【本科】应用化学,【本科】经济学,【本科】法学",20,6000-7999,硕士,全职,,hubeizhaopin@offcn.com
北京中公教育科技股份有限公司武汉分公司,助教,不限专业,30,4500-5999,本科,全职,,hubeizhaopin@offcn.com
北京中公教育科技股份有限公司武汉分公司,管理培训生,不限专业,20,4500-5999,本科,全职,1、应届毕业生或毕业两年内，本科及以上学历； 2、班级、学生会、协会主要负责人； 3、品学兼优，具有良好的沟通、组织、协调能力，有高度的自律性和团队协作精神。 4、具有一定的社会实践经验，愿意接受新鲜事物，有创新意识，有持续的学习意愿。 5、能够接受全国出差和外派。 ,hubeizhaopin@offcn.com
北京中公教育科技股份有限公司武汉分公司,项目助理,不限专业,20,4500-5999,本科,全职,1、负责维护和开拓客户关系，包括书店、高校和社区，组建区域内营销团队，完成收入指标； 2、要求本科以上学历，市场营销及相关专业优先； 3、责任心强，富有团队精神，适应能力强，具备较强的抗压能力；,hubeizhaopin@offcn.com
武汉金牛经济发展有限公司,2019届大学生,"【本科】应用化学,【本科】环境工程,【本科】自动化,【本科】机械设计制造及其自动化,【本科】经济学,【本科】人力资源管理,【本科】市场营销,【本科】会计学,【本科】工商管理,【本科】广告学,【本科】社会学,【本科】法学,【本科】社会工作,【本科】行政管理",100,4500-5999,本科,全职,,whkbxiaoyuan@163.com
杭州优稳自动化系统有限公司,软件开发工程师,【本科】计算机科学与技术,5,10000-14999,硕士,全职,,hr@uwntek.com
杭州优稳自动化系统有限公司,软件测试工程师,"【本科】计算机科学与技术,【本科】信息与计算科学",5,6000-7999,本科,全职,,hr@uwntek.com
杭州优稳自动化系统有限公司,硬件测试工程师,"【本科】自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】机械设计制造及其自动化",3,4500-5999,本科,全职,,hr@uwntek.com
